danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.474,0.983,4,-7.251,1,0.0889,0.00763,0.000758,0.0475,0.435,118.182,audio_features,2UqzzArv2T0NnHSTIUa13V,spotify:track:2UqzzArv2T0NnHSTIUa13V,https://api.spotify.com/v1/tracks/2UqzzArv2T0NnHSTIUa13V,https://api.spotify.com/v1/audio-analysis/2UqzzArv2T0NnHSTIUa13V,522093,4
0.329,0.867,2,-8.789,1,0.0506,0.0211,0.00856,0.134,0.315,145.81,audio_features,4wCMKxkE3eMOTtlAx0NFEM,spotify:track:4wCMKxkE3eMOTtlAx0NFEM,https://api.spotify.com/v1/tracks/4wCMKxkE3eMOTtlAx0NFEM,https://api.spotify.com/v1/audio-analysis/4wCMKxkE3eMOTtlAx0NFEM,630880,4
0.447,0.765,6,-5.001,1,0.0433,0.0146,0.0,0.075,0.365,169.853,audio_features,7s41ZGjQB5Ur8T0fQlk5uM,spotify:track:7s41ZGjQB5Ur8T0fQlk5uM,https://api.spotify.com/v1/tracks/7s41ZGjQB5Ur8T0fQlk5uM,https://api.spotify.com/v1/audio-analysis/7s41ZGjQB5Ur8T0fQlk5uM,205573,4
0.705,0.737,2,-4.105,0,0.0381,0.244,1.01e-06,0.125,0.408,102.981,audio_features,0hLaqSTEwAqYfrn6Tz3gIp,spotify:track:0hLaqSTEwAqYfrn6Tz3gIp,https://api.spotify.com/v1/tracks/0hLaqSTEwAqYfrn6Tz3gIp,https://api.spotify.com/v1/audio-analysis/0hLaqSTEwAqYfrn6Tz3gIp,271467,4
0.722,0.747,7,-6.609,1,0.0286,0.403,0.0,0.168,0.874,131.999,audio_features,55ZTgJlVhGcqzr3yrerkn8,spotify:track:55ZTgJlVhGcqzr3yrerkn8,https://api.spotify.com/v1/tracks/55ZTgJlVhGcqzr3yrerkn8,https://api.spotify.com/v1/audio-analysis/55ZTgJlVhGcqzr3yrerkn8,204173,4
0.505,0.631,9,-10.433,0,0.038,0.0203,2.21e-05,0.141,0.835,118.178,audio_features,26fZwf1ImE4aUJ4XaqOkUg,spotify:track:26fZwf1ImE4aUJ4XaqOkUg,https://api.spotify.com/v1/tracks/26fZwf1ImE4aUJ4XaqOkUg,https://api.spotify.com/v1/audio-analysis/26fZwf1ImE4aUJ4XaqOkUg,237467,4
0.567,0.931,11,-10.361,1,0.0544,0.0119,0.159,0.342,0.623,112.948,audio_features,2uuMXKKmdXrY2XxsqTsGp0,spotify:track:2uuMXKKmdXrY2XxsqTsGp0,https://api.spotify.com/v1/tracks/2uuMXKKmdXrY2XxsqTsGp0,https://api.spotify.com/v1/audio-analysis/2uuMXKKmdXrY2XxsqTsGp0,146747,4
0.56,0.916,4,-2.797,0,0.0375,0.106,0.0,0.0456,0.926,152.004,audio_features,1v15LSVQiEsGm4FK8SH7rI,spotify:track:1v15LSVQiEsGm4FK8SH7rI,https://api.spotify.com/v1/tracks/1v15LSVQiEsGm4FK8SH7rI,https://api.spotify.com/v1/audio-analysis/1v15LSVQiEsGm4FK8SH7rI,224086,4
0.679,0.812,9,-6.258,1,0.0487,0.0308,1.54e-05,0.361,0.936,144.21,audio_features,1CvYWnK4ERkU7D8pY7CKDo,spotify:track:1CvYWnK4ERkU7D8pY7CKDo,https://api.spotify.com/v1/tracks/1CvYWnK4ERkU7D8pY7CKDo,https://api.spotify.com/v1/audio-analysis/1CvYWnK4ERkU7D8pY7CKDo,211013,4
0.52,0.709,5,-7.125,0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,audio_features,6urCAbunOQI4bLhmGpX7iS,spotify:track:6urCAbunOQI4bLhmGpX7iS,https://api.spotify.com/v1/tracks/6urCAbunOQI4bLhmGpX7iS,https://api.spotify.com/v1/audio-analysis/6urCAbunOQI4bLhmGpX7iS,263560,4
0.317,0.498,5,-9.137,0,0.0315,0.0515,0.306,0.121,0.141,84.563,audio_features,5Ext9ObPEi7wIcv5AiQWJy,spotify:track:5Ext9ObPEi7wIcv5AiQWJy,https://api.spotify.com/v1/tracks/5Ext9ObPEi7wIcv5AiQWJy,https://api.spotify.com/v1/audio-analysis/5Ext9ObPEi7wIcv5AiQWJy,246000,4
0.445,0.856,9,-3.674,1,0.0327,0.000202,0.0101,0.367,0.486,105.872,audio_features,0NJC0FDCODpPUntRTTQq97,spotify:track:0NJC0FDCODpPUntRTTQq97,https://api.spotify.com/v1/tracks/0NJC0FDCODpPUntRTTQq97,https://api.spotify.com/v1/audio-analysis/0NJC0FDCODpPUntRTTQq97,308333,3
0.483,0.651,6,-6.358,1,0.0345,0.377,0.0286,0.117,0.53,98.732,audio_features,6rpi77GqamZNoltbZ5ksdi,spotify:track:6rpi77GqamZNoltbZ5ksdi,https://api.spotify.com/v1/tracks/6rpi77GqamZNoltbZ5ksdi,https://api.spotify.com/v1/audio-analysis/6rpi77GqamZNoltbZ5ksdi,255960,4
0.377,0.84,2,-6.022,1,0.1,0.0128,2.71e-05,0.102,0.311,150.349,audio_features,0NHBt8bp6tloebOWV3U3fN,spotify:track:0NHBt8bp6tloebOWV3U3fN,https://api.spotify.com/v1/tracks/0NHBt8bp6tloebOWV3U3fN,https://api.spotify.com/v1/audio-analysis/0NHBt8bp6tloebOWV3U3fN,293733,4
0.577,0.525,0,-6.574,1,0.0262,0.408,0.00829,0.104,0.227,110.021,audio_features,3kj5bSvgx82T7E3bsCZ8Rt,spotify:track:3kj5bSvgx82T7E3bsCZ8Rt,https://api.spotify.com/v1/tracks/3kj5bSvgx82T7E3bsCZ8Rt,https://api.spotify.com/v1/audio-analysis/3kj5bSvgx82T7E3bsCZ8Rt,229933,4
0.307,0.544,0,-9.679,0,0.0501,0.0327,0.906,0.167,0.735,74.945,audio_features,4VbOIkKqt0gkZpC75oKSxS,spotify:track:4VbOIkKqt0gkZpC75oKSxS,https://api.spotify.com/v1/tracks/4VbOIkKqt0gkZpC75oKSxS,https://api.spotify.com/v1/audio-analysis/4VbOIkKqt0gkZpC75oKSxS,304107,4
0.358,0.671,10,-6.18,1,0.0304,0.0143,0.00322,0.181,0.24,79.797,audio_features,1yUHuR43berFjN7B3KMHv5,spotify:track:1yUHuR43berFjN7B3KMHv5,https://api.spotify.com/v1/tracks/1yUHuR43berFjN7B3KMHv5,https://api.spotify.com/v1/audio-analysis/1yUHuR43berFjN7B3KMHv5,221533,4
0.405,0.908,9,-3.231,1,0.0508,0.00193,0.0,0.128,0.343,165.009,audio_features,0BKJNlqLlNvvIunfg2BPCg,spotify:track:0BKJNlqLlNvvIunfg2BPCg,https://api.spotify.com/v1/tracks/0BKJNlqLlNvvIunfg2BPCg,https://api.spotify.com/v1/audio-analysis/0BKJNlqLlNvvIunfg2BPCg,224086,4
0.612,0.403,0,-15.05,0,0.148,0.378,0.774,0.103,0.354,111.978,audio_features,5EPhWAwMiPKSclVyA9LWO6,spotify:track:5EPhWAwMiPKSclVyA9LWO6,https://api.spotify.com/v1/tracks/5EPhWAwMiPKSclVyA9LWO6,https://api.spotify.com/v1/audio-analysis/5EPhWAwMiPKSclVyA9LWO6,616893,4
0.795,0.625,9,-6.517,1,0.0247,0.3,0.0,0.114,0.905,100.032,audio_features,5eNKUawfBJFqyC6zF1W5Mq,spotify:track:5eNKUawfBJFqyC6zF1W5Mq,https://api.spotify.com/v1/tracks/5eNKUawfBJFqyC6zF1W5Mq,https://api.spotify.com/v1/audio-analysis/5eNKUawfBJFqyC6zF1W5Mq,209387,4
0.654,0.779,7,-4.816,1,0.0293,0.251,0.0,0.185,0.819,114.973,audio_features,3VUpaKzJrpDSOWAf4QnnI1,spotify:track:3VUpaKzJrpDSOWAf4QnnI1,https://api.spotify.com/v1/tracks/3VUpaKzJrpDSOWAf4QnnI1,https://api.spotify.com/v1/audio-analysis/3VUpaKzJrpDSOWAf4QnnI1,245947,4
0.754,0.524,4,-8.024,1,0.029,0.0318,0.00248,0.11,0.669,123.907,audio_features,18T2uIJteJ7o1W8XLFRpaN,spotify:track:18T2uIJteJ7o1W8XLFRpaN,https://api.spotify.com/v1/tracks/18T2uIJteJ7o1W8XLFRpaN,https://api.spotify.com/v1/audio-analysis/18T2uIJteJ7o1W8XLFRpaN,231200,4
0.663,0.475,1,-8.834,1,0.0417,0.643,0.0,0.122,0.644,143.175,audio_features,4fXGWiVhlOLdhwRDP6pIFG,spotify:track:4fXGWiVhlOLdhwRDP6pIFG,https://api.spotify.com/v1/tracks/4fXGWiVhlOLdhwRDP6pIFG,https://api.spotify.com/v1/audio-analysis/4fXGWiVhlOLdhwRDP6pIFG,191027,4
0.884,0.612,11,-6.615,0,0.029,0.438,0.000957,0.274,0.883,105.0,audio_features,2rqVirvZUh6lkGfilsxpjq,spotify:track:2rqVirvZUh6lkGfilsxpjq,https://api.spotify.com/v1/tracks/2rqVirvZUh6lkGfilsxpjq,https://api.spotify.com/v1/audio-analysis/2rqVirvZUh6lkGfilsxpjq,186920,4
0.702,0.762,9,-5.157,0,0.0429,0.563,0.0223,0.0615,0.654,130.015,audio_features,3L3BONRQQpkE9V4v2IauDX,spotify:track:3L3BONRQQpkE9V4v2IauDX,https://api.spotify.com/v1/tracks/3L3BONRQQpkE9V4v2IauDX,https://api.spotify.com/v1/audio-analysis/3L3BONRQQpkE9V4v2IauDX,164773,4
0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,audio_features,63OQupATfueTdZMWTxW03A,spotify:track:63OQupATfueTdZMWTxW03A,https://api.spotify.com/v1/tracks/63OQupATfueTdZMWTxW03A,https://api.spotify.com/v1/audio-analysis/63OQupATfueTdZMWTxW03A,264067,4
0.707,0.827,3,-7.766,1,0.0462,0.0634,0.846,0.217,0.963,152.049,audio_features,2yVPtHXyxGXkbkuBmmqyBU,spotify:track:2yVPtHXyxGXkbkuBmmqyBU,https://api.spotify.com/v1/tracks/2yVPtHXyxGXkbkuBmmqyBU,https://api.spotify.com/v1/audio-analysis/2yVPtHXyxGXkbkuBmmqyBU,184920,4
0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,audio_features,0pQskrTITgmCMyr85tb9qq,spotify:track:0pQskrTITgmCMyr85tb9qq,https://api.spotify.com/v1/tracks/0pQskrTITgmCMyr85tb9qq,https://api.spotify.com/v1/audio-analysis/0pQskrTITgmCMyr85tb9qq,254293,4
0.319,0.952,4,-5.315,0,0.0723,6.28e-05,0.154,0.918,0.228,109.275,audio_features,14H2fE4WEdkEem0kjVeODT,spotify:track:14H2fE4WEdkEem0kjVeODT,https://api.spotify.com/v1/tracks/14H2fE4WEdkEem0kjVeODT,https://api.spotify.com/v1/audio-analysis/14H2fE4WEdkEem0kjVeODT,441467,4
0.273,0.39,8,-12.384,0,0.0317,0.134,0.00174,0.183,0.0851,103.955,audio_features,7kjsCbksOZotNNHOvKsJJh,spotify:track:7kjsCbksOZotNNHOvKsJJh,https://api.spotify.com/v1/tracks/7kjsCbksOZotNNHOvKsJJh,https://api.spotify.com/v1/audio-analysis/7kjsCbksOZotNNHOvKsJJh,387000,4
0.487,0.55,5,-7.1,0,0.038,0.609,0.0,0.0992,0.634,127.107,audio_features,7MW3s6XnZua7CNQAfmdGe8,spotify:track:7MW3s6XnZua7CNQAfmdGe8,https://api.spotify.com/v1/tracks/7MW3s6XnZua7CNQAfmdGe8,https://api.spotify.com/v1/audio-analysis/7MW3s6XnZua7CNQAfmdGe8,117067,4
0.474,0.387,2,-14.416,0,0.0305,0.642,0.00557,0.143,0.545,118.486,audio_features,4mWahKerLaVddUjb8d1Q4Q,spotify:track:4mWahKerLaVddUjb8d1Q4Q,https://api.spotify.com/v1/tracks/4mWahKerLaVddUjb8d1Q4Q,https://api.spotify.com/v1/audio-analysis/4mWahKerLaVddUjb8d1Q4Q,241347,4
0.681,0.73,0,-10.693,0,0.255,0.329,4.14e-06,0.0552,0.807,140.136,audio_features,3uSDMOEW4K94zTCmm0Lt3F,spotify:track:3uSDMOEW4K94zTCmm0Lt3F,https://api.spotify.com/v1/tracks/3uSDMOEW4K94zTCmm0Lt3F,https://api.spotify.com/v1/audio-analysis/3uSDMOEW4K94zTCmm0Lt3F,149773,4
0.583,0.731,9,-6.18,0,0.0271,0.0107,0.0136,0.238,0.446,149.987,audio_features,6kdCN6gTWLcLxmLXoUcwuI,spotify:track:6kdCN6gTWLcLxmLXoUcwuI,https://api.spotify.com/v1/tracks/6kdCN6gTWLcLxmLXoUcwuI,https://api.spotify.com/v1/audio-analysis/6kdCN6gTWLcLxmLXoUcwuI,267600,4
